Name,Online_Order,Book_Table,Ratings,Dish_Liked,Approx_Cost(For Two People)
Pizza Hut,Yes,No,2.4,"Pizza, Garlic Bread, Veg Supreme",750
Pathaan Sir,Yes,No,3.2,"Rolls, French Fries, Chicken Momo, Roti, Pulpy Grape Juice, Mutton Keema, Chicken Kebab",250
Thrupthi Restaurant,No,No,3.4,Unknown,150
Panchami Garden,No,No,3.5,"Masala Dosa, Idli",400
Santrupti Sagar,No,No,2.9,Unknown,300
Pizza Da Dhaba,No,No,3.2,Unknown,400
SLV Kabab Centre,No,No,3.2,Unknown,100
Nadella's Kitchen,No,No,3.2,Unknown,300
Wow Vada Pav,No,No,3.3,"Chaat, Burgers, Cheese Maggi, Tea, Chocolate Shake, Lassi, Cheese Vada Pav",150
Juicy Hut,No,No,3.2,Unknown,200
Loca Moca - The Indian Grub,No,No,3.4,Unknown,600
Shanghai Times,No,No,3.2,Unknown,450
Cane Recipes,No,No,3.5,Unknown,100
Food Memories,No,No,3.3,Unknown,200
Desi Adda,No,No,3.3,Unknown,300
Nammura Donne Biriyani,Yes,No,3.2,Unknown,300
Chaat Chatore,No,No,3.1,Unknown,300
New Ambur Hot Dum Biryani,No,No,3.1,Unknown,200
Naga's,No,No,2.7,Tandoori Chicken,500
Suchi Ruchi Veg & Non Veg Resturant,No,No,3.2,Unknown,400
Ammachide Addukala,No,No,3.5,Unknown,300
Paratha Junction,Yes,No,2.4,Aloo Paratha,300
Chaatimes,Yes,No,3.4,"Chaat, Dabeli, Panipuri",200
Bao & Grills,No,No,3.0,"Noodles, Momos, Veg Sizzler, Chicken Teriyaki Bao, Vegetable Dumplings",300
Basveshwara Khaanavali,No,No,3.5,Unknown,250
Levitate Brewery and Kitchen,No,Yes,4.5,"Wheat Beer, Lager, Paneer Lollipop, Rustica Pizza, Dark Beer, Mocktails, Cocktails",1500
Hakuna Matata,No,No,4.5,"Mocktails, Cocktails, Appam, Paneer Satay, Sea Food, Paneer Tikka, Jeera Rice",1200
Three Dots & A Dash,No,Yes,4.3,"Cocktails, Pizza, Burgers, Pasta, Coconut Chicken, Mocktails, Nachos",1500
Hunger Camp,No,Yes,4.6,"Tandoori Chicken, Chicken Sukha, Chicken Biryani, Neer Dosa, Dal Makhani, Mutton Biryani, Paneer Tikka Masala",1300
55 Wall Street,No,Yes,3.9,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos",1300
Nourich,No,Yes,3.9,"Soba Noodles, Pad Thai Noodle, Chicken Sandwich",800
Parkview,No,No,4.0,"Paneer Hyderabadi, Panneer Butter Masala, Roti, Coffee, Masala Dosa, Mughlai Biryani, Idli Vada",300
Danapani,No,No,3.8,Roti,400
Inchara,No,No,3.7,"Paneer Tikka, Chicken Biryani, Cocktails, Prawn, Barbeque Chicken, Malai Kofta, Roti",950
Kabab Mehal,No,No,3.8,"Chicken Grill, Shawarma, Tandoori Chicken, Rolls, Chicken Kebab, Chicken Tikka, Butter Chicken",400
Adithya,Yes,No,3.9,"Coffee, Tea, Masala Poori, Masala Dosa, Akki Rottis",450
Chatori Gali,No,No,2.9,"Paratha, Panipuri, Tea, Pav Bhaji, Chaat",600
Swathi Restaurant,Yes,No,3.8,Unknown,400
White Horse,No,No,3.8,"Pot Biryani, Sea Food, Fish Thali",400
Spice Code,No,Yes,3.9,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani",1000
Coconut Grove,No,No,3.4,"Lime Soda, Appam, Biryani, Pepper Chicken, Vegetable Stew, Chicken Curry",1100
Vinaya Coffee Moments,Yes,No,3.8,"Filter Coffee, Pizza, Pasta",450
Mast Kalandar,No,No,2.3,"Raita, Thali, Paratha, Chole, Buttermilk, Paneer Bhurji, Rice",450
Turquoise,No,No,2.8,Unknown,1200
Eagle Bar & Restaurant,No,No,3.2,Unknown,700
Gopal Kabab Centre,No,No,3.3,Unknown,350
Nandi Bidadi Thatte Idli,No,No,2.9,Unknown,100
Gowdru Military Hotel,No,No,3.2,Unknown,300
Udupi Cafe,No,No,3.6,Unknown,200
Chinese Kitchen,No,No,3.8,Unknown,400
Samosa Singh,Yes,No,4.0,"Chicken Keema Samosa, Aloo Samosa, Manchurian Samosa, Paneer Samosa",250
Fujian Express,Yes,No,3.5,"Noodles, Chicken Noodle, Momos, American Chopsuey, Salad, Manchow Soup, Manchurian",200
BANGALORE BOX,Yes,Yes,4.1,"Biryani, Chicken Bbq Wings, Mocktails, Sangria, Cocktails, Burgers, Pasta",1500
Zatar House,Yes,No,4.0,Unknown,400
Litti Twist,Yes,No,4.2,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai",300
Swad Punjab Da,Yes,No,3.7,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",150
Owl's Kitchen,No,No,2.6,"Manchurian, Noodles",500
Biriyani Angadi,No,No,3.2,Unknown,200
Fusion Theory,No,Yes,4.1,"Aam Panna, Pasta, Paneer Tikka, Biryani, Pav Bhaji, Veg Pulao, Nachos",700
MG's Fine Dining & Bar - Springs Hotel & Spa,No,Yes,3.8,Unknown,800
1947,No,Yes,4.1,"Palak Paneer, Aam Panna, Crispy Corn, Gajar Ka Halwa, Panipuri, Kulfi, Salads",950
Tree Top,Yes,No,3.8,Friendly Staff,1000
The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,3.8,"Mutton Biryani, Cocktails, Dal Makhani, Naan, Fish, Roti, Lamb",1350
The Yellow Chilli,Yes,Yes,3.8,"Spring Roll, Tomato Soup, Mocktails, Sweet Corn Soup, Gulab Jamun, Roti, Paneer Tikka",1200
Tea Villa Cafe,No,Yes,4.3,"Tea, Waffles, Coffee, Nutella Waffle, Pizza, Wedges, Pasta",800
Cafe Cosy,No,Yes,4.1,"Pasta, Pizza, Mocktails",800
Onesta,Yes,Yes,4.6,"Barbeque Chicken Pizza, Mushroom Ravioli, Pasta, Lasagne, Berryblast, Mocktails, Potato Wedges",600
Cafe Coffee Day,Yes,No,2.8,Cappuccino,900
Go Native,Yes,Yes,4.3,"Mushroom Soup, Salads, Halwa, Thali, Salad, Millet Pizza, Misal Pav",800
Alchemy Coffee Roasters,No,No,4.2,"Coffee, Fries, Sandwich, Pizza, Pancakes, Pasta, Hot Chocolate",500
Rooftop Cafe,Yes,No,4.1,"Pizza, Nachos, Rolls, Veggie Roll, Sandwiches, Burgers, Mango Shake",400
Enerjuvate Studio & Cafe,No,Yes,4.2,"Pizza, Vegetarian, Momo Platter, Momos, Nachos, Salsa, Salad",800
Fabcafe,No,Yes,4.1,Unknown,800
The Caramelts Cafe,No,No,4.2,"Burgers, Coffee, Pasta, Peri Peri Fries, Kit Kat Shake, Nachos, Paneer Tikka Pizza",800
SlimSins Cafe,No,No,4.1,"Hummus Platter, Juicy Lamb Burger, Salmon Steak, Mousse, Pasta, Pizza, Sweet Potato Fries",850
Krazzy Folds,Yes,Yes,4.2,"Pasta, Tacos, Macaroni, Panna Cotta, Salads, Spaghetti, Churros",800
Starbucks,No,No,4.1,Coffee,700
The Studio Cafe,No,No,3.8,Unknown,400
Cafe Terra,Yes,No,4.1,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers",700
La Grande Cafe,No,No,3.8,"Coffee, Hot Chocolate, Cappuccino, Ice Tea, Corn Balls",400
36th Cross Coffee Mane,No,No,3.6,Biryani,200
4th Tea Block,No,No,4.0,"Rose Tea, Hibiscus Tea, Masala Chai, Ginger Tea",150
Cuppa,No,No,3.2,"Coffee, Sandwich",550
Brews N Bites,Yes,No,2.9,"Coffee, Cappuccino",650
Brew Bakes,No,No,3.4,Unknown,550
Bread and Circus,Yes,No,3.7,Unknown,550
Swati Cafe,No,No,2.9,Unknown,500
Chaai Resto,No,No,3.6,"Ginger Tea, Poha, Ginger Chai, Paratha, Chaai, Sandwiches, Elaichi Tea",300
Rustic Treats,No,No,3.3,Unknown,400
People Tree Cafe,No,No,3.7,"Chocolate Shake, Nachos, Babycorn Manchurian, Cheese Maggi, French Fries, Tea, Oreo Shake",400
eat.fit,Yes,No,4.6,"Brownie, Noodles",500
Five Star Chicken,Yes,No,3.4,"Burgers, Masala Fries, Wings",200
Leon Grill,Yes,No,4.1,"Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel",500
Dr. Bubbles,Yes,No,4.2,"Waffles, Iced Coffee, Yoghurt Shake, Belgian Chocolate Waffle, Ice Tea, Faluda",400
Shanmukha,Yes,No,4.0,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun",800
Bhukkhad Baba,Yes,No,3.7,"Paratha, Thali",250
Subway,Yes,No,3.7,"Chocolate Cookies, Mexican Patty",600
Mysuru Coffee Thindi,Yes,No,4.1,"Coffee, Masala Dosa, Tea, Badam Milk, Vada, Idli, Raagi Dosa",200
Smoke-A-Pot,Yes,No,3.6,"Pot Biryani, Raita, Mutton Biryani",500
Just Shawarma,Yes,No,4.3,"Whole Meat Shawarma, Malgoum Shawarma, Rolls, Pita Bread, Kerala Parotta",300
The Biriyani Pedia,Yes,No,3.9,"Chicken Stew, Ghee Rice, Biryani, Chai",300
Paratha Junction,Yes,No,3.2,Paratha,300
SL Vadapav,Yes,No,4.0,"Dabeli, Samosa, Tawa Pulav, Cheese Vada Pav",100
Wazir's,Yes,No,3.3,"Biryani, Butter Chicken, Butter Naan, Kalmi Kebab, Roti, Rolls, Fried Rice",500
Krispy Kreme,Yes,No,4.0,"Coffee, Chocolate Donut, Chocolate Dreamcake, Cookie Crunch, Double Chocolate Cake, Hot Chocolate",300
Marenahalli Donne Biriyani,Yes,No,3.9,Unknown,300
Keventers,Yes,No,3.9,"Thick Shakes, Chocolate Hazelnut Shake, Mango Shake, Choco Hazelnut, Milk Shake, Chocolate Oreo, Strawberry Milkshake",400
Namma Banashankari Donne Biryani,Yes,No,4.0,Unknown,250
Dadi's Dum Biryani,Yes,Yes,4.1,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab",800
Tummy Fuel,Yes,No,4.2,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes",400
XO Belgian Waffle,Yes,No,3.9,"Waffles, Nutella Waffle, Thick Shakes",400
Kanti Sweets,Yes,No,3.9,"Rasmalai, Kaju Katli, Paratha, Pav Bhaji, Badam Milk, Rasgulla, Dhokla",400
Firangi Bake,Yes,No,4.0,"Minced Chicken Lasagne, Chicken Steak",600
Pani Kum Chai,Yes,No,3.9,"Chai, Lemon Tea, Chicken Roll",200
Lassi Shop,Yes,No,3.7,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi",100
Rajanna Military Hotel,Yes,No,4.1,"Biryani, Chicken Curry, Paya Soup, Paratha, Mutton Keema, Chicken Guntur, Pepper Chicken",400
Sri Sai 99 Variety Dosa,Yes,No,3.6,Unknown,300
Protein Grillhouse,Yes,Yes,4.2,"Rice Bowl, Salads, Burgers, Prawn, Pancakes, Salmon, Fish",800
Sandwichwallas,Yes,No,3.9,"Garlic Bread, Sandwiches, Aloo Tikki Burger, Club Sandwich, White Sauce Pasta, Garlic Rice",200
Shakes Theory,Yes,No,4.5,"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Spinach Corn Sandwich, Peri Peri Fries, Paneer Peri Peri",300
Punjabi by Nature 2.0,Yes,Yes,4.2,"Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer",1600
Peace Restaurant,Yes,No,2.8,"Thukpa, Hakka Noodles",500
Pin Me Down,Yes,Yes,4.5,"Paneer Tikka, Chowmein, Pizza, Mocktails, Tandoori Aloo, Pasta Alfredo, Murgh Patiala",800
Swathi Deluxe Restaurant,Yes,No,3.0,"Biryani, Chicken Kebab, Andhra Meal, Lime Soda",500
Ishta Cafe,Yes,No,3.9,"Burgers, Masala Dosa, Millet Pizza, Falafel Wrap",500
Chetty's Corner,Yes,No,3.6,"Burgers, Bun Nippat Masala, Masala Cola, Pizza, Masala Pepsi, Masala Soda, Sandwiches",150
Cakewala,Yes,No,4.3,"Khara Bun, Mousse, Veg Puff, Rich Chocolate Cake, Fruit Cake, Chocolate Truffle, Rolls",500
The Belgian Waffle Co.,Yes,No,3.8,Waffles,350
UP Style North Indian Food,Yes,No,3.6,Unknown,100
Wat-a-Burger!,Yes,No,4.0,"Burgers, Tea, Ferrero Rocher, Sandwich, French Fries",500
Classic Shop,Yes,No,3.7,Unknown,150
Food And You,Yes,No,3.9,"Thali, Thepla, Gulab Jamun, Masala Lassi, Rice, Gujarati Food, Roti",350
Iyengar Bakery,Yes,No,3.6,Unknown,200
All Aromas,Yes,No,3.5,Unknown,400
Vakulaa Veg Restaurant,Yes,No,3.9,"Masala Dosa, Coffee, Pongal, Tea, Bonda",200
McDonald's,Yes,No,3.6,"Burgers, Fries, Schezwan Burger, Maharaja Mac",500
Malabar Bay,Yes,Yes,4.2,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta",800
Sahana's (Nati Style),Yes,No,3.7,Unknown,350
Cafe Coffee Day,Yes,No,3.4,Cappuccino,900
Turkish Shawarma,Yes,No,3.6,Unknown,200
Ambur Biryani,Yes,No,3.35,Unknown,200
Ross Kitchen,Yes,No,3.6,Unknown,400
Fanoos Xprss,Yes,No,3.7,Unknown,400
Khan Saheb Grills and Rolls,Yes,No,3.9,"Rolls, Biryani, Mutton Seekh, Egg Roll, Chicken Tikka, Chicken Roll",350
Desi Vdesi,Yes,No,3.9,"Rolls, Burgers, Sandwiches, Nachos, Sweet Lassi, Fries, Methi Paratha",250
Bhavani Chats N Juice,Yes,No,3.9,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori",200
LIT Gastro Pub,Yes,Yes,3.8,"Mocktails, Cocktails, Beer, Hot Wings, Pasta",1000
Cocoa Bakes,Yes,No,3.6,Unknown,350
Karavali Kolimane,Yes,No,3.7,Unknown,350
Durga Sagar,Yes,No,3.3,Unknown,150
Jayanagara Donne Biryani,Yes,No,3.6,Unknown,400
Bakers Town,Yes,No,3.6,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger",700
Domino's Pizza,Yes,No,3.7,Pizza,800
Ice Cream Works,Yes,No,4.1,"Paan Ice Cream, Madagascar Chocolate, Faluda, Cheesecake, Bubble Gum Ice Cream",300
Sri Rajasthani Foods,Yes,No,3.5,Unknown,200
Sreeraj Lassi Bar,Yes,No,3.9,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split",150
Rahhams,Yes,No,2.6,"Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls",700
Baskin Robbins,Yes,No,3.6,Waffle Cone,250
The Good Bowl,Yes,No,3.6,Omelette,500
Hushy's Kitchen,Yes,No,3.5,Unknown,300
The Cake City,Yes,No,3.2,Unknown,300
Bubblewrap Waffle Co.,Yes,No,4.4,"Pizza Waffles, Sandwich, Hot Chocolate, Fries, Marshmallow, Cheesecake, Nutella Shake",400
Waffle Stories,Yes,No,4.2,"Choco Blast Waffles, Coffee, Nitrogen Ice Cream, Brownie Sundae, Nutella Waffle, Kitkat Waffles, Brownie Waffle",300
Grillopia,Yes,No,3.8,"Burgers, Fries, Wood Fire Pizza",1000
SLV Ragigudda,Yes,No,3.7,Unknown,400
Hotel Empark,Yes,No,3.4,Unknown,800
Navami,Yes,No,3.5,"Biryani, Fried Rice Chicken",600
Ibaco,Yes,No,4.0,"Brownie, Belgium Chocolate, Tiramisu, Ice Cream Sundae",300
Thyme & Whisk,Yes,No,4.2,"Pizza, Momos, Brownie, Pasta, Nachos, Waffles, Onion Rings",800
Quench & Crunch,Yes,No,3.6,Unknown,150
Shake It Off,Yes,No,4.4,"Paneer Sandwich, Sandwiches, Burgers, Momos, Maggi, Ferrero Rocher Shake, Thick Shakes",600
Xpress Chai,Yes,No,3.7,Unknown,150
Mudpipe Cafe,Yes,Yes,4.5,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta",900
Karavali Grand,Yes,No,3.7,Unknown,600
City Durbar,Yes,No,3.7,"Chicken Grill, Ghee Rice",450
Chinese House,Yes,No,2.8,Unknown,300
Marzipan @ The Bohemian House,Yes,No,4.2,Unknown,700
Indori Chatorey,Yes,No,2.8,"Kachori, Indori Poha, Cheese Paratha, Paneer Parantha, Thali, Poha Jalebi",300
Bombay Kulfi,Yes,No,3.8,Unknown,150
Mockaholic Restro Beer Cafe,Yes,No,3.9,"Beer, Momos, Pizza, Coffee, Dragon Chicken, Hot Pot, Mocktails",1000
3 Spice,Yes,No,3.9,"Manchow Soup, Shawarma, Momos, Hyderabadi Biryani, Vegetarian, Noodles, Dragon Chicken",450
Ascharya Hotel,Yes,No,3.3,Unknown,300
Mug N Bean,Yes,No,3.9,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries",400
Bakers77,Yes,No,4.0,Unknown,400
Chai Culture,Yes,No,3.6,Unknown,200
Desi Inn,Yes,No,3.5,Unknown,300
Black Cup Cafe,Yes,No,3.7,Unknown,400
Pop Hop,Yes,No,4.1,"Choco Hazelnut, Belgian Chocolate, Strawberry Sorbet, Mango Sorbet, Mango Cheesecake, Mojito, Belgium Chocolate",300
Aramane Donne Briyani,Yes,No,4.0,Chicken Kebab,300
Nandhi Andhra Style Family Restaurant,Yes,No,3.4,Unknown,400
New Udupi Upahar,Yes,No,3.5,Unknown,300
Ramji Chaiwale,Yes,No,3.6,"Chai, Ginger Tea, Maggi, Aloo Paratha, Samosa, Coffee, Sandwich",250
1441 Pizzeria,Yes,No,4.1,"Hot Chocolate, Masala Lemonade, Gourmet Pizza, Nutella Pizza, Jalapeno Poppers, Thin Crust Pizza, Wood Fire Pizza",800
New Chickpete Donne Biryani,Yes,No,3.5,Unknown,250
Hari Super Sandwich,No,No,4.1,"Chocolate Sandwich, Corn Sandwich, Chocolate Sandwiches, Lassi, Chilli Cheese, Chaat, Panipuri",200
David's Kitchen,Yes,No,3.5,Unknown,200
Fudge,Yes,No,3.2,Unknown,200
Navya Foods,Yes,No,3.4,Unknown,300
Shyvan Restaurant,Yes,No,3.6,"Mutton Biryani, Noodles, Butter Chicken, Naan, Panneer Butter Masala",500
Mecaf Family Restaurant,Yes,No,3.9,"Biryani, Masala Papad, Chicken Grill, Dragon Chicken, Paratha, Roti, Chicken Curry",400
By 2 Coffee,Yes,No,4.3,"Kharabath, Filter Coffee, Idli Vada, Crispy Vada, Kesari Bath, Hot Coffee, Tea",100
Quench The Juice Lounge,Yes,No,3.6,Unknown,150
Cafe Noir,Yes,No,4.1,"Coffee, Sandwiches, Mushroom Pasta, Mocktails, Creme Brulee, Burgers, Salads",1500
Euki,Yes,Yes,4.1,"Pasta, Pizza, Nachos, Tiramisu, Peri Peri Fries, Mexican Bowl, Mocktails",900
Kalpavriksha Upahara,Yes,No,3.9,Coffee,400
Vinaya Cafe,Yes,No,3.4,"Coffee, Masala Dosa",200
Bombay Talkies,Yes,No,3.7,Unknown,200
Bakers Day,No,No,3.9,Unknown,200
New Punjabi Hotel,Yes,No,3.7,"Tandoori Chicken, Butter Chicken, Tandoori Roti, Bhindi Masala, Paratha, Dal Makhani",400
Ice Land,Yes,No,3.6,"Prompt Service, Friendly Staff",300
Ice Stone Creamery,Yes,No,3.7,Unknown,400
Rajdhani Thali Restaurant,Yes,Yes,3.9,"Thali, Kadhi, Malpua, Khichda, Dahi Vada, Dal Bati Churma, Rabri",900
Chawla's 2 Online.com,Yes,No,3.5,"Tandoori Chicken, Butter Chicken, Shahi Paneer",800
Arabian Bites,Yes,No,3.4,Unknown,300
Bake and Juice,Yes,No,3.5,Unknown,400
Rajvardhan Foods,Yes,No,3.9,"Vada Pav, Misal Pav, Sabudana Vada, Dabeli, Pav Bhaji, Sabudana Khichdi, Lassi",300
Sri Krishna Veg,No,No,3.5,Unknown,100
Mota Bawarchi,No,No,3.8,"Phirni, Panneer Butter Masala, Gulab Jamun, Roti, Murgh Angara, Chicken Biryani, Paneer Angara",300
Cafe 221B,Yes,Yes,3.7,Unknown,300
Desi Rasoi,Yes,Yes,3.8,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun",600
Parathe Wali Gali,Yes,No,3.9,"Paratha, Samosa, Paneer Parantha, Salad, Sweet Lassi, Dal Makhani, Raita",250
Red Onion,Yes,Yes,4.3,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey",1200
Baba Chatkora,No,No,4.1,"Chaap, Matka Lassi, Paneer Tikka, Dal Makhani, Chole Kulche, Paneer Kulcha, Paratha",1000
Mainland China,Yes,Yes,4.3,"Momos, Kimchi, Veg Hakka Noodles, Dumplings, Vanilla Ice Cream, Spring Roll, Pan Fried Noodles",1700
Kamat Minerva,Yes,No,2.6,"Butter Naan, Buttermilk, Jowar Roti, Panneer Butter Masala",300
Davangere Benna Dose Hotel,Yes,No,4.1,"Benne Dosa, Idli, Coffee",100
Victoria Terminus,No,No,3.4,"Vada Pav, Kulfi, Mumbai Sandwich, Rolls, Keema Roll",250
Butter Cup,No,No,3.5,Unknown,250
New Banashankari Donne Biryani,No,No,3.5,Unknown,300
B & B The Pub,No,No,3.6,Unknown,1000
Lumbini Snax,No,No,3.3,Unknown,300
Cake Of The Day,No,No,3.2,Unknown,150
Garage Pizza,No,No,3.2,Unknown,400
Brahmin Tiffins & Coffee,No,No,4.2,"Idli, Masala Dosa, Filter Coffee, Upma, Aloo Palya, Crispy Vada, Kharabath",100
Night Restro,Yes,No,3.1,Unknown,500
Chamrajpet Kabab Junction,No,No,3.2,Unknown,250
Just Bake,Yes,No,3.3,"Coffee, Cup Cake",400
Shake Tat Bottle,Yes,No,3.3,Unknown,200
Gandharva Family Restaurant,No,No,3.6,Unknown,900
Kudla - Hotel Ramanashree,Yes,Yes,4.1,"Neer Dosa, Fish, Murgh Ghee Roast, Appam, Chicken Sukha, Crab Masala, Chicken Biryani",1200
Hotel Ruchi Priya,Yes,No,3.6,Unknown,350
Anupam's Coastal Express,Yes,No,4.1,"Neer Dosa, Murgh Ghee Roast, Thali, Sea Food, Prawn Biryani, Chicken Biryani, Fish",600
Polamma's Mess,Yes,No,4.2,"Lemon Chicken, Hyderabadi Biryani, Chicken Biryani, Chicken Fry, Andhra Meal, Thali, French Chicken",300
Cable Car,Yes,Yes,4.4,"Pasta, Salads, Mocktails, Paneer Tikka, Biryani, Falafel, Naan",1000
Roofnic,No,No,3.1,Unknown,300
Vindu Andhra Ruchulu,Yes,No,3.8,"Raita, Chicken Curry, Fish, Mutton Biryani, Beer, Chicken Guntur, Chicken Biryani",800
Tawa Sagara,Yes,No,3.8,"Sea Food, Biryani, Fish Thali, Neer Dosa, Murgh Ghee Roast",700
The Lounge - Eden Park Restaurants,No,Yes,3.7,"Mutton Biryani, Mojito, Dal Makhani, Cocktails, Raita",1350
Freeze It,Yes,No,3.5,Unknown,300
Mayuri,No,No,4.0,"Chicken Biryani, Chilli Chicken, Omelette, Mutton Biryani",650
Nandhini Deluxe,No,No,3.5,"Hyderabadi Biryani, Veg Thali, Chicken Pepper Dry, Mutton Biryani, Chicken Guntur, Fish Fry, Beer",600
Hatti Punjab Di,No,No,3.4,"Aloo Paratha, Burgers, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken",600
Bhandary's Kitchen,Yes,No,3.6,Unknown,300
Parika Multicuisine Restaurant,Yes,Yes,3.8,"Tandoori Chicken, Kheer, Chicken Tikka, Butter Naan, Sweet Lassi, Caramel Custard, Panipuri",1200
Eshanya,Yes,Yes,4.1,"Spring Roll, Vanilla Ice Cream, Veg Thali, Biryani, Thandai, Roti, Tikka",1000
Siddique Kabab Centre,Yes,No,3.1,"Chicken Grill, Rumali Roti, Rolls",550
Shri Vinayaka Ice N Juice,Yes,No,3.7,Unknown,200
Kickin Burger,Yes,No,3.1,Unknown,400
Baker's Glove,Yes,No,3.3,Unknown,550
Upahara Sagar,Yes,No,3.0,Unknown,300
Clove Rooftop,No,Yes,3.8,"Sea Food, Fish, Masala Papad, Chilli Paneer, Cocktails, Corn Pakoda, Biryani",1000
Falafal,Yes,No,3.3,Unknown,200
VEGeatz,Yes,No,3.4,Unknown,200
Heritage Cafe,No,No,3.6,Unknown,200
Chef Master,Yes,No,3.8,"Fish Curry, Appam, Tea, Egg Roast, Sea Food",300
Adithya,Yes,No,3.2,"Coffee, Tea, Masala Poori, Masala Dosa, Akki Rottis",400
Jayanagar Grill House,Yes,No,3.5,Unknown,250
Mane Holige,No,No,4.3,Obbattu,200
Nagarjuna Chimney,No,No,4.0,"Chicken Biryani, Andhra Meal, Pepper Chicken, Andhra Thali, Chilli Chicken, Murgh Ghee Roast, Vegetable Biryani",600
Kailash Parbat,No,No,3.8,"Chaat, Bombay Bhel, Pav Bhaji",1200
Mishra's Pedha Big Foods,No,No,3.9,"Peda, Dhokla, Vada Pav, Samosa, Jalebi",200
La Casa,No,Yes,3.6,"Beer, Pasta, Burgers, Biryani, Masala Peanuts, Noodles, Au Gratin",800
Revoli Hotel,No,No,3.5,Unknown,450
Al-Madina Restaurant,No,No,3.4,Unknown,400
Alfa Family Restaurant,No,No,3.0,Unknown,400
Trendz Corner,No,No,3.6,Unknown,200
Fishland Deluxe,No,No,3.5,Unknown,500
Hungry Lion,No,No,3.0,Unknown,200
Adda,No,No,3.3,Unknown,300
Big Bites,No,No,3.6,Unknown,200
The Taj Hotel,No,No,3.5,Unknown,350
Vijaya Sagar,No,No,3.6,Unknown,300
Divina - Eden Park Restaurants,No,No,4.0,"Apple Pie, New York Cheesecake",400
Juicemaker,No,No,3.8,"Salads, Sandwiches, Shawarma, Watermelon Juice, Tea, Papaya Juice, Fruit Juices",300
Sri Krishna Sweets,No,No,3.7,Unknown,100
Coffee House,No,No,3.3,Unknown,150
Rakesh Kumar Pani Poori,No,No,3.6,Unknown,100
Take A Break,No,No,3.4,Unknown,600
New Biryani Mane,No,No,3.7,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti",400
The Table,No,No,3.8499999999999996,Unknown,400
Sihi Chocolaterie,No,No,3.7,Unknown,300
Fitbakes,No,No,3.6,Unknown,400
MRS Paradise,No,No,3.4,Unknown,650
Hotel Coronation,No,No,3.3,Unknown,350
Kolkata Restaurant,No,No,3.0,Unknown,300
Davanagere Benne Dosa,No,No,3.3,Unknown,150
Kamat Restaurant,Yes,No,3.6,Unknown,400
Sk Grand Hotel,No,No,3.2,Unknown,400
Drunken Monkey,Yes,No,3.9,"Sandwiches, Fruit Juices, Choco Almond, Cheese Sandwich",400
Parivar,Yes,No,3.8,"Sea Food, Beer, Prawn, Neer Dosa, Palak Rice, Tandoori Chicken",500
Cakeport,Yes,No,3.4,Unknown,400
Petoo,Yes,No,3.9,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet",800
Just Sandwiches,Yes,No,3.6,Unknown,100
V B Bakery,No,No,4.2,"Honey Cake, Apple Cake, Potato Bun, Fruit Cake, Bun Butter Jam, Bun Masala, Veg Puff",150
Corner House Ice Cream,No,No,4.3,"Hot Chocolate Fudge, Apple Cake, Almond Fudge, Banana Split, Fudge Cake, Chocolate Sundae, Creamy Vanilla Ice Cream",400
Amma's Pastries,No,No,3.9,"Donut, Chocolate Cheese",400
Sri Ganesh Sweets,No,No,3.7,Unknown,250
